V10_deltac10,,V100_deltac10,,V10_deltac0,,V100_deltac0,,V1_deltac10,,V1_deltac0,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.0352262153078885,1.9931669818528848,0.03258539643369285,2.0037991321095183,0.032583771868673006,2.0045097168492085,0.03258052273863321,2.005930886328589,-0.0023789792934082454,0.8582478165540164,-0.013151591782528116,0.856072334846629
0.08531303143351288,1.9851936085047757,0.11770935434472662,2.0000103215701825,0.09843871895224843,1.9677520650249263,0.11769635782456767,2.0056949994877042,0.02436660595782303,0.7637071278463055,0.0005861361667290899,0.7700540538921581
0.13537264122206716,1.9891202869911555,0.20282112801811125,2.0015508965785234,0.14513830706954733,1.848314247834872,0.20281219291050212,2.005459112646819,0.07046761277885294,0.6643392217238058,0.027981920689060802,0.6328657519255221
0.18546212234508197,1.979981243784401,0.2879369631040457,2.0013150097376387,0.18417653680676171,1.6954609152076587,0.2879280279964366,2.0052232258059344,0.10160869657407168,0.5812038532394666,0.05537621602679099,0.49632881930360195
0.23564744296318774,1.9289220054249987,0.37305279818998016,2.001079122896754,0.19608703524992255,1.5625494024982012,0.3730357402572716,2.0085402626635007,0.13663521191318262,0.490827562899649,0.08661781978261396,0.3692260200509332
0.28591923902765803,1.8400384068257267,0.45816538414587493,2.002264405535249,0.21186941365710188,1.4283244289701804,0.45813830806221045,2.0141074845300855,0.17165547267696712,0.40318702380763805,0.13721599390778538,0.23679351846040841
0.3363697132614757,1.6730009769537668,0.5432844683618488,2.000607349214984,0.23154303142811938,1.284318193142289,0.5432674104291403,2.008068488981731,0.21055297446933563,0.31188809425608666,0.21488173626910811,0.11073451847865456
0.3870364185664278,1.4113840765677428,0.6284003034477833,2.0003714623740994,0.24731573013538866,1.1543271203549221,0.6283986788827635,2.0010820471137896,0.251334294782659,0.242730361360314,0.331095157421854,0.046389169558635146
0.4378709506581947,1.076359739628865,0.7135161385337178,2.000135575533214,0.26309289639646216,1.0223819395334075,0.7135161385337178,2.000135575533214,0.29992277173991344,0.14321598329521912,0.41627922423862296,0.016308723650762413
0.4887667696214387,0.714528525106038,0.7986319736196522,1.9998996886923297,0.2827516223214642,0.8848893971526759,0.798654021287779,1.9902560386536772,0.35815238936306615,0.0572837665736845,0.4704454711310556,0.015448029103236838
0.5396703605462162,0.3492978546083587,0.8837478087055867,1.9996638018514448,0.29853995746704987,0.748058946245791,0.8491019289506306,1.923550087681853,0.4318436943244707,-0.02260315012681513,0.601973639650012,0.02141952397501612
0.5905069806832602,0.01336020666514548,0.9688636437915211,1.99942791501056,0.32007877895150283,0.6343360238826279,0.8841409534403947,1.8277022948464205,0.5171127258917786,-0.08984717792048347,0.6937287045110109,0.018179108566208413
0.641073804311613,-0.20456844837605326,1.053984352572515,1.9970602739506047,0.3375804209811665,0.594228559601504,0.9077028322060475,1.6752175354080898,0.6023179120538057,-0.12916522544432807,0.7606142076306469,0.014155342409865046
0.6916369206213472,-0.42087552225395175,1.1353148699339064,1.960275524381791,0.3533169325026181,0.480065761890736,0.9234852106132266,1.5409925618800693,0.6874824840903361,-0.15071865447591914,0.865088054887385,0.007959109274650267
0.742036860844092,-0.5658093756823246,1.1896814256932888,1.8717997314304655,0.38843458593934355,0.349825667654299,0.9392646106512029,1.4080703270414805,0.77260562971886,-0.15415217264540937,0.9566627543510587,0.003027336015586357
0.7923219684967103,-0.6605154629377212,1.2169737118858133,1.7798815989215915,0.43902605873380807,0.22032432811499625,0.9550410323199757,1.276450830892324,0.8577117174146752,-0.15012455104815325,1.023716269404848,0.006098332500893644
0.8425475586540553,-0.729188597760309,1.2404373044677643,1.6703872162345168,0.5089149387208084,0.11137125977576989,0.970771289266101,1.1650237844293634,0.9427999348952719,-0.1382804973143048,1.135922538479588,0.002234467057640188
0.8927043564400704,-0.7677719493633282,1.2561697951907913,1.5579831157544821,0.5921840785304976,0.0727564690429725,0.9786475866236749,1.104424991112513,1.027879217268259,-0.12252822751216064,1.2274873551727241,0.0016254176316916613
0.942819463526598,-0.7881197890104485,1.2719201561290374,1.4377625831378555,0.7490120719353196,0.012188989216880053,0.9943823111236049,0.9910438366154042,1.1129528136636768,-0.10428891112110072,1.2945483161495215,0.0014395673934184394
0.9928845572391637,-0.7865917788868355,1.2876749846210882,1.315587942487081,0.8651002391250341,0.002629723726973676,1.0101438409463621,0.8659380339134077,1.1980255977765855,-0.0856943023601957,1.3912500074354797,0.010290684991164145
1.0429127562155167,-0.7689260111436296,1.303481189981892,1.1709410594436043,0.9566642435356604,0.0023759666708706995,1.033667000912375,0.7303888774376928,1.2831008187370228,-0.068165570708826,1.4771515363171899,0.004841698966725705
1.0929207315922138,-0.7424144409108195,1.3114714099614844,1.06051251125598,1.027593113317538,0.0026136405332768398,1.0649535780431645,0.5836147239746006,1.3681792888275002,-0.05205800853683629,1.5615168765161127,-0.005577091383892618
1.1429110976136587,-0.7082005386908432,1.3220535557400668,0.9445401755521821,1.135923350762098,0.0018791746877950821,1.0845844562161178,0.4583027883400579,1.4532683185906068,-0.04056924717283339,1.646638668340453,-0.008418455603641295
1.1928811030763122,-0.665080928055382,1.3352164584331274,0.8279093224175811,1.227670312138057,0.00218322363529877,1.1196936213006148,0.33177549936850204,1.5383524746586539,-0.026948731589759856,1.7317553157088974,-0.009009634814371115
1.242834870702183,-0.6148588876111121,1.3533777198901995,0.6685090041322552,1.2945483161495215,0.0014395673934184394,1.170272882781347,0.20761538845587113,1.6234301324666216,-0.01048587704792503,1.7975323287983254,-0.011678957598515893
1.2927881419433316,-0.5644197284898445,1.359120105064835,0.5259352983669277,1.406750523811712,-0.0006478362006094862,1.2556418792495436,0.096646713013266,1.7085329710323967,-0.005037085971288491,1.9639227149807166,-0.0242199497258877
1.3427348676722648,-0.5111175623250732,1.3697074629895223,0.40768316995662435,1.491861755963423,0.0011296003876282157,1.38541973389496,0.02208207844989385,1.793639871010722,-0.0013647567438774821,2.0489995605061746,-0.007401802814208214
1.3926768270535206,-0.4557305956862141,1.377650773654166,0.3177727561275536,1.5769858492548754,-0.0027184255466821128,1.468666866435759,-0.006906732870052945,1.8787508324015967,0.0005311106343079963,2.13409996222442,-0.0008871346280359127
1.4426312373117827,-0.40578964265005935,1.3855851492112006,0.2317705583667795,1.6621061518946143,-0.004908420421715132,1.5537941276289993,-0.012140399046758787,1.9638601692274515,0.003137562752184131,2.219215797310354,-0.0011230214689210705
1.492583352019095,-0.35484461562832426,1.4094998445915192,-0.008673567328542298,1.7472163010029793,-0.002657260673684103,1.638895991455763,-0.006265257126308654,2.0489841271384854,-0.000651247787151199,2.3043316323962886,-0.0013589083098057841
1.542536883302056,-0.30451919879587486,1.3947734182027363,0.16139765083614543,1.832332136088914,-0.002893147514568817,1.7240102019766774,-0.005790559227502712,2.134086965704261,0.004797543289485784,2.3894474674822233,-0.0015947951506904978
1.5925076851040698,-0.261747906996292,1.4173405216545567,-0.12005466481291016,1.9174357869371992,0.002200351192222616,1.8091211633675521,-0.0038946918493176774,2.219190616552546,0.009891041996276773,2.4745559920255684,0.0013669493370307428
1.6424786156924092,-0.2190329463359526,1.4304714068786843,-0.22268107703611717,2.0025532465881537,0.0012538796116476902,1.894225626498348,0.0008435144876290934,2.30431294989856,0.006812816196631655,2.559670202546483,0.0018416472358362412
1.692467963810436,-0.18437381316091672,1.4489819714758947,-0.42205013312182516,2.087669081674088,0.0010179927707629766,1.9793422738667918,0.0002523352768988296,2.3894434060696734,0.00018166669853503237,2.6447860376324175,0.0016057603949510835
1.7424477711445712,-0.1455415411117711,1.4423260608992874,-0.33116623931872446,2.1727800430649626,0.002913860148948899,2.064462982647786,-0.002115305783056076,2.474546244635449,0.005630457775171571,2.729910807825961,-0.0025383425142297966
1.7924454136296402,-0.11451036408088022,1.4725177895110204,-0.5631359290276263,2.2578958781508973,0.0026779733080641854,2.149575568603681,-0.0009300231445608098,2.559652332331264,0.00965807937242813,2.815026642911895,-0.0027742293551145103
1.8424564725771013,-0.08934754770025277,1.4856305563224956,-0.6578373475567885,2.3430117132368316,0.0024420864671790277,2.234691403689615,-0.0011659099854455235,2.644768167417199,0.009422192531542972,2.900151954627112,-0.007155193844191832
1.8924755490090375,-0.06769157902907841,1.5013513817661446,-0.7651390548365478,2.4281275483227662,0.002206199626294314,2.3198072387755495,-0.0014017968263302372,2.729884002503133,0.009186305690658259,2.985258313083764,-0.0032460030368843817
1.9424987000446654,-0.04781784201277928,1.5209215012073547,-0.8638751212066773,2.5132433834087005,0.0019703127854096003,2.404923073861484,-0.0016376836672149508,2.8150022744365972,0.007884541740238227,3.070371711322169,-0.0024160127682337773
1.9925117859651982,-0.02354162365405177,1.5482636750840308,-0.9776141267635374,2.5983592184946347,0.0017344259445248866,2.490038908947418,-0.0018735705080996645,2.9001394454764595,-0.0016836913485773763,3.1554810481480238,0.00019043934964235731
2.042538905078279,-0.0054035237156382365,1.5755820220070822,-1.0809312228049417,2.6834750535805694,0.0014985391036397289,2.5751547440333526,-0.0021094573489848223,2.9852388183035257,0.005281013839397719,3.240596883233958,-0.000045447491242356364
2.0925921623084003,0.0013017638291548117,1.6106205997414658,-1.1765836048369591,2.7685908886665036,0.0012626522627550152,2.6602705791192873,-0.002345344189869536,3.0703308264358355,0.015467036513969301,3.325712718319892,-0.00028133433212707004
2.142649531877495,0.006208314307217133,1.6611211578160057,-1.2663188458813495,2.8537107851649877,-0.0007496964273556728,2.745386414205222,-0.0025812310307542496,3.155448665151961,0.014354761827466422,3.4108285534058265,-0.0005172211730122278
2.192712581395774,0.008630455011787497,1.7347753820808318,-1.3299866658984203,2.938816872860803,0.003277925169900886,2.8305084767903987,-0.005541026040451147,3.240589572691369,0.003152183837363598,3.495944388491761,-0.0007531080138969415
2.242779173278658,0.009503165438176087,1.819907462816965,-1.3373284001362067,3.0239294588166974,0.0044632078083965965,2.915630268614739,-0.008382390260200712,3.325712718319892,-0.00028133433212707004,3.5810634727077355,-0.0024101643341620793
2.292840356083498,0.01274180660107982,1.9049201380241372,-1.2924421560067647,3.109046918467652,0.0035167362278216707,3.000733919463025,-0.0032888915534088348,3.4108285534058265,-0.0005172211730122278,3.6661830984453827,-0.0043040822343241025
2.3428901943416856,0.02094255246973553,1.9859844704070233,-1.2127975959773427,3.194170064096175,0.00008321805833100271,3.085849754548959,-0.0035247783942935484,3.495944388491761,-0.0007531080138969415,3.7512794387510793,0.003987047801072396
2.392953640964976,0.023190999442629145,2.0554196383940644,-1.1232970355343093,3.27928833602964,-0.001218545892089029,3.170957466809795,-0.00020774153672764584,3.5810634727077355,-0.0024101643341620793,3.836389858620281,0.0061197767591556484
2.44300990584294,0.02858074182088899,2.113253079728042,-1.0359417433705054,3.364410669375654,-0.004296771691734591,3.256072489613219,-0.00008833600776680939,3.666184993771239,-0.005133097763962535,3.9215121919662943,0.0030415509595100865
2.4930700862030233,0.03225785232063494,2.1672121945804412,-0.9462028836075329,3.449528129026608,-0.005243243272309517,3.3411883246991527,-0.00032422284865196715,3.7513008288571736,-0.005368984604847693,4.006639399007367,-0.0021684290592056676
2.543138995285887,0.03211701947590173,2.2173051734665714,-0.8576629876413304,3.5346512746551317,-0.008676761441800629,3.4263041597850874,-0.0005601096895366808,3.8364109779655386,-0.0031178248568166644,4.091755234093302,-0.0024043159000903813
2.5932078996276413,0.0319782603923624,2.263544355344559,-0.7757191157566878,3.6197671097410664,-0.008912648282685343,3.5114256808485917,-0.0032830431193371368,3.9215235639214328,-0.001932542218320954,4.176871069179236,-0.002640202740975539
2.6432768039733325,0.03183949958704879,2.309783537222547,-0.6937752438720453,3.704882944827,-0.009148535123570056,3.596544765064565,-0.004940099439602275,4.006645084984937,-0.00465547564812141,4.2619917779602305,-0.005007843800930889
2.693345594913856,0.03175034220215567,2.3560256974697373,-0.6131341106768349,3.789991469370346,-0.0061867906358483715,3.6816638492805396,-0.006597155759867412,4.0917641692009115,-0.006312531968386548,4.347111674458715,-0.007020192491041133
2.7434247180260254,0.027141892939066548,2.4061267605008476,-0.528130219724805,3.8750902465235715,0.0010384622900132534,3.7667764352364346,-0.005411873121372146,4.176880004286845,-0.0065484188092717055,4.432227509544649,-0.0072560793319258465
2.79350153512012,0.023542095982124867,2.460093534016912,-0.4417412594489436,3.9602036447619753,0.0018684525586634138,3.8518776492371893,0.0007475026949546049,4.26199340252525,-0.005718428540621101,4.517343344630583,-0.007491966172811004
2.8435785195339776,0.019869113360463597,2.5179343149035684,-0.3575962876269543,4.04531947984791,0.0016325657177787,3.9369918597581046,0.0012222005937605473,4.347102739351105,-0.0031119764227449664,4.602459179716518,-0.007727853013695718
2.893666883520131,0.011218705817145569,2.583509069648023,-0.2717978103196712,4.130440188628905,-0.0007350753421762057,4.022119066799179,-0.003987779424956095,4.432225072697119,-0.006190202222390528,4.687575014802452,-0.007963739854580432
2.9437532278372243,0.0034517015204937884,2.660690529176923,-0.1860314993997818,4.215560085127389,-0.0027474240322868937,4.107239775580172,-0.006355420484911445,4.517343344630583,-0.007491966172811004,4.772690849888386,-0.008199626695465145
2.993812683665767,0.007445722115813069,2.7456333480882416,-0.11059011146366204,4.3006759202133225,-0.0029833108731716074,4.192355610666106,-0.0065913073257961585,4.602459179716518,-0.007727853013695718,4.857806684974321,-0.008435513536349859
3.043881895021504,0.007172675116279503,2.83061326123418,-0.05137374175046849,4.385792567581768,-0.003574490083901871,4.277468196622001,-0.005406024687300448,4.687575014802452,-0.007963739854580432,4.942922520060256,-0.008671400377235017
3.093959330435816,0.003302424896050038,2.915619059116102,-0.0034793555563377154,4.470916525492801,-0.007363300623237201,4.362578345730366,-0.0031548649392694195,4.772690849888386,-0.008199626695465145,4.993204838131439,-0.0029484639534955726
3.1440323664505176,0.0013564720657410767,3.000704677292667,0.009501633761014538,4.556032360578735,-0.007599187464121915,4.44770149135889,-0.006588383108760532,4.857806684974321,-0.008435513536349859,,
3.1941062306605916,-0.0009517334207669315,3.085791502288961,0.021954760128882977,4.64114819566467,-0.007835074305007073,4.532818951009844,-0.007534854689335457,4.942922520060256,-0.008671400377235017,,
3.244175136930476,-0.001091335868698362,3.170841716552129,0.05042142116619841,4.726264030750604,-0.008070961145891786,4.617934786095779,-0.007770741530220171,,,,
3.2942440412732266,-0.0012300953873660703,3.255946585824179,0.054981981318222406,4.811379865836539,-0.0083068479867765,4.703050621181713,-0.008006628371104885,,,,
3.344312945614992,-0.0013688544755932064,3.3410616086276033,0.05510138684718191,4.896495700922473,-0.008542734827661214,4.788166456267647,-0.008242515211989598,,,,
3.3943818499567566,-0.0015076135638385502,3.426184754256127,0.051667868677691686,4.970009298777767,-0.01070056331530056,4.873282291353582,-0.008478402052874756,,,,
3.444450754298522,-0.0016463726520483668,3.5113135858622213,0.045747303919285276,,,4.954530118355462,-0.009094388371457818,,,,
3.494519658640221,-0.001785131711353305,3.596441605185804,0.04018203153072397,,,,,,,,
3.544588564955725,-0.00192475411292925,3.6815736859219372,0.032840297292938025,,,,,,,,
3.594667200788596,-0.00632006741071045,3.7667049543755606,0.025853855424995853,,,,,,,,
3.6447243461244483,-0.0013154373125345842,3.851841096524243,0.016735659337983932,,,,,,,,
3.6930832148906,-0.0034846356273083856,3.936981300085476,0.005841001401746482,,,,,,,,
3.7448611370290514,-0.0011477789861702448,4.022106070279019,0.0016968984925656017,,,,,,,,
3.7949281647583994,-0.000465707803048776,4.107225154494993,0.00003984217230001974,,,,,,,,
3.8449957816892653,-0.0000413533634193719,4.192346675558497,-0.002683091257499992,,,,,,,,
3.895064903256963,-0.0002751270750307455,4.2774625106444315,-0.002918978098384706,,,,,,,,
3.9451334645026392,-0.0002638159339012347,4.3625848439904455,-0.005997203898030268,,,,,,,,
3.995199770385071,0.0007339910901591473,4.447703115923909,-0.0072989678484502996,,,,,,,,
4.045268671285855,0.0005967370873851685,4.532818951009844,-0.007534854689335457,,,,,,,,
4.0953375066624975,0.0004881433442918137,4.617934786095779,-0.007770741530220171,,,,,,,,
4.145415408601739,-0.0035861648805726176,4.703050621181713,-0.008006628371104885,,,,,,,,
4.195484319418924,-0.0037277563168083283,4.788166456267647,-0.008242515211989598,,,,,,,,
4.245553223766768,-0.0038665180640187202,4.873282291353582,-0.008478402052874756,,,,,,,,
4.2956221281085245,-0.004005277148487529,4.958397314157007,-0.008358996523914364,,,,,,,,
4.345691032443384,-0.004144033216179288,,,,,,,,,,
4.395764109761967,-0.006108052364306893,,,,,,,,,,
4.445837772567204,-0.008328163375071362,,,,,,,,,,
4.495906680585038,-0.008468530375900674,,,,,,,,,,
4.545975584924969,-0.008607288661866441,,,,,,,,,,
4.596044489266736,-0.008746047750015862,,,,,,,,,,
4.6461133936085,-0.008884806838261206,,,,,,,,,,
4.696182297950266,-0.009023565926506105,,,,,,,,,,
4.746251202292031,-0.009162325014751449,,,,,,,,,,
4.796320106633797,-0.009301084102996349,,,,,,,,,,
4.846389010975561,-0.009439843191207942,,,,,,,,,,
4.89645791531751,-0.009578602359674449,,,,,,,,,,
4.9465268217528315,-0.009718277169084466,,,,,,,,,,
